-----------------	0	-------------------
flaperon	0.0080079
island	0.00693186
reunion	0.00664744
najib	0.00655602
prosecutor	0.00606455
confirm	0.00595331
wing	0.00567322
conclus	0.00469684
televis	0.0039951
cautiou	0.00367083
examin	0.00357324
discov	0.00353152
somewher	0.00352403
real	0.00339618
probabl	0.00333306
razak	0.00330599
shore	0.0032477
thursday	0.00323662
metal	0.00322427
announc	0.00321795
number	0.00320435
express	0.00320236
inde	0.00314707
doubt	0.00314623
juli	0.0030897
17	0.00308486
illfat	0.00306924
alzaquan	0.00303136
amer	0.00303136
statement	0.00298329
histori	0.00298244
match	0.0029768
serial	0.00293679
breakthrough	0.00289717
29	0.00289
refin	0.00287295
color	0.00283495
hamzah	0.00281856
prime	0.00280535
high	0.00277587
segment	0.00272131
came	0.00269549
team	0.00267979
link	0.0026761
definit	0.00266471
paint	0.00265398
august	0.00263807
object	0.00259915
clue	0.0025785
indic	0.00254814
biggest	0.00254072
fragment	0.00253186
ago	0.0025283
largest	0.00242227
enrout	0.0024098
mackowiak	0.00240766
earli	0.00238373
tell	0.0023728
elsewher	0.00236864
piec	0.00233963
might	0.00218629
franc	0.00217333
pari	0.0021606
proof	0.00215658
seal	0.00215377
forward	0.00211719
first	0.00210839
right	0.0020993
manufactur	0.00207853
voic	0.0020569
multin	0.00204079
aziz	0.00202842
prove	0.00202483
possibl	0.00202352
look	0.0019963
certainti	0.00198738
caus	0.00196962
seafloor	0.00196408
beach	0.00196368
twometrelong	0.00195432
evid	0.00194661
spark	0.00194233
barnacl	0.00193561
week	0.00190177
correspond	0.00189257
intern	0.00183668
structur	0.00183228
squar	0.00181607
must	0.00181338
hint	0.00180406
territori	0.00180201
path	0.00179249
reuter	0.00178769
veer	0.0017836
see	0.0017766
tragic	0.00176411
yield	0.0017544
kaprawi	0.00173042
bit	0.00170625
belong	0.0016944
-----------------	1	-------------------
barnacl	0.00835587
troadec	0.00829708
paint	0.00707718
written	0.00501809
look	0.0044859
idea	0.00382754
miracl	0.00380252
someon	0.00367633
piec	0.00353486
griev	0.00351809
former	0.00348256
process	0.00342212
explos	0.00318327
tell	0.00314001
moment	0.00313633
way	0.00305387
shed	0.00301689
crustacean	0.00292854
light	0.00292777
rais	0.00288331
give	0.00282038
probe	0.00282029
belong	0.00281732
museum	0.00276569
procur	0.00276569
carol	0.00276569
900	0.00276569
pierr	0.00276569
oneself	0.00276569
bond	0.00276569
tangibl	0.00276569
undo	0.00276569
vertic	0.00270182
violent	0.00261151
goe	0.00261151
origin	0.00254752
walk	0.00250192
tropic	0.00250192
psychologist	0.00250174
phrase	0.00250174
fell	0.00249805
wing	0.00247089
detach	0.00238546
agenc	0.0023828
element	0.00238156
water	0.00237709
final	0.00233376
employe	0.00233333
examin	0.00230757
might	0.00230746
forev	0.0022927
bea	0.00226315
clue	0.00226112
case	0.00225824
flaperon	0.00215033
point	0.00209697
coloss	0.0020955
ad	0.00206382
doesnt	0.00205912
test	0.0020589
die	0.00202141
fire	0.00200738
twometrelong	0.00199966
600	0.00197352
desper	0.00196757
fresh	0.00195842
defenc	0.00193556
got	0.00192744
key	0.00192126
specialist	0.00191505
perhap	0.00190171
la	0.00189973
use	0.0018875
attach	0.0018814
seek	0.00187465
scienc	0.00185506
whether	0.00185154
closur	0.00183348
repres	0.00182865
gone	0.00182806
north	0.00182393
countri	0.00179576
fruitless	0.00178115
inform	0.00178065
disast	0.00177434
director	0.00176427
analysi	0.00176355
warn	0.00176253
need	0.00174654
certainti	0.001744
highli	0.0017429
accept	0.00173
condit	0.00172463
impact	0.00171193
sourc	0.00166503
multin	0.00166365
unlik	0.00166182
help	0.00163729
allow	0.00163029
mainten	0.00160646
-----------------	2	-------------------
center	0.0068852
hotel	0.00685033
sub	0.00506319
home	0.00416417
unman	0.00393211
hishammuddin	0.00373924
establish	0.00368708
sound	0.00363912
airspac	0.00348906
cambodian	0.00348906
aerial	0.00338535
touch	0.00332483
april	0.0033038
7	0.00329019
assist	0.00327563
rel	0.00323699
predict	0.00315869
brief	0.00314502
compens	0.00305583
advanc	0.00301136
payment	0.00300864
advis	0.00300807
drag	0.00298391
phone	0.00296124
comfort	0.00291932
370	0.00286668
updat	0.00286304
receiv	0.00282639
monday	0.00279785
brought	0.00275795
expand	0.00268037
theyv	0.00263375
radar	0.00260343
underwat	0.00259145
fruitless	0.00252586
227	0.00251993
week	0.00241063
packag	0.00232604
vietnames	0.00232604
traffic	0.00231497
consist	0.00228825
surfac	0.00226592
wait	0.00206445
manifest	0.00205615
civilian	0.00203809
return	0.00200444
keep	0.00194992
defend	0.00190902
defens	0.00190259
thursday	0.00187716
exchang	0.00187592
fighter	0.00186985
news	0.00186022
six	0.00185893
within	0.00184008
direct	0.00182699
militari	0.00181231
hour	0.00180425
contact	0.00179665
organ	0.00178029
put	0.00176589
detect	0.00175554
cargo	0.00175323
phase	0.00171052
control	0.00170137
meet	0.00169645
inform	0.00169373
navi	0.00168671
relay	0.00165632
westerli	0.00165632
ap	0.00163374
long	0.0016333
hussein	0.0016236
—	0.00160405
box	0.00159478
note	0.00158936
fail	0.00158375
survey	0.00157869
